45,49,73,146,152,142,113,7,33,91,66,100,70,68,54,76,68,67,1,0.47,0.87,0.09,0.12,0.04,0.06,0.04,0.16,0.18,0.14,0.06,0.06,0.15,0.06,1,0.29,0.27,0.21,0.19,0.14,0.04,0.01,1
4,7,9,17,24,25,7,1,20,16,39,0,5,10,3,8,0,0,1,0.21,0.36,0.26,0.15,0.16,0.44,0.6,0.13,0.22,0.49,0.15,0.1,0.12,0.07,1,0.31,0.25,0.28,0.18,0.09,0.07,0.04,1
127,114,5,55,0,0,0,79,71,50,58,65,34,69,40,61,51,44,0.3,0.49,0.5,0.36,0.46,0.41,0.32,0.51,0.61,1,0.6,0.16,0.26,0.32,0.37,1,0.37,0.26,0.32,0.12,0.2,0.24,0.08,1
0,0,27,30,54,34,9,17,17,27,21,11,10,2,7,9,9,10,0.68,1,0,0,0.07,0.62,0.85,0.14,0,0,0,0,0,0,0,1,0.39,0.45,0.47,0.31,0.24,0.14,0.07,1
17,8,32,27,44,16,13,18,12,8,7,25,34,6,5,13,3,12,0,0,0.03,0.03,0.06,0.21,0.48,0.95,1,0.23,0.1,0.03,0.02,0.02,0.01,1,0.51,0.54,0.46,0.14,0.04,0.02,0,1
10,73,126,66,32,15,6,2,2,6,13,40,30,37,28,52,49,12,0.03,0.89,0.12,0.3,0.24,0.18,0.05,0.07,1,0.02,0.02,0.04,0.25,0.01,0.02,1,0.3,0.24,0.27,0.15,0.11,0.07,0.03,1
3,10,6,9,13,12,9,3,3,10,10,4,7,8,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0.55,1,0.39,0.31,0.14,0.1,0.08,0.03,0.01,1
22,104,78,80,59,44,205,113,51,48,2,8,39,64,36,25,20,24,0,0,0,0.56,0.37,0,0.02,0.04,1,0.06,0.26,0.4,0.06,0,0,1,0.46,0.22,0.15,0.1,0.07,0.02,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,0.07,0,0,0,0,0,1,0.3,0.14,0.33,0.18,0.19,0.19,0.28,1
202,190,177,203,191,212,176,166,71,135,145,96,97,70,173,103,138,142,0.46,1,0.42,0.25,0.34,0.21,0.25,0.17,0.44,0.37,0.24,0.18,0.17,0.17,0.24,1,0.46,0.42,0.28,0.15,0.07,0.02,0,1
132,132,119,110,136,164,174,82,114,151,113,86,104,88,75,130,78,79,1,0.28,0.07,0.27,0.27,0.27,0.2,0.23,0.2,0.17,0.2,0.09,0.09,0.08,0.12,1,0.47,0.43,0.29,0.15,0.07,0.02,0.01,1
62,116,126,152,144,114,13,53,78,59,51,63,48,63,52,69,61,65,1,0.49,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,0.13,0.1,0.07,0.05,0.04,0.02,1
0,0,0,0,22,51,89,46,25,13,9,35,21,7,31,18,8,9,0,1,0,0.31,0.31,0.21,0.06,0.02,0.01,0.02,0.01,0.05,0,0,0,1,0.29,0.23,0.49,0.26,0.3,0.26,0.17,1
19,21,27,32,26,24,22,15,25,31,25,31,32,25,26,18,17,10,0,0,0.02,0.63,1,0.15,0.09,0.09,0.1,0.15,0.12,0.14,0.12,0.12,0.11,1,0.54,0.31,0.21,0.09,0.06,0.04,0.01,1
102,102,87,79,68,67,88,0,0,0,0,0,56,121,125,117,115,81,0.11,0.19,0.49,0.49,0.53,0.38,0.22,1,0.32,0.24,0.36,0.15,0.08,0.16,0.2,1,0.39,0.36,0.28,0.18,0.18,0.1,0.01,1
6,4,7,6,2,9,0,5,9,10,8,4,0,0,0,0,0,0,0.09,0.1,0,0,0,0,0,0,1,0.13,0.06,0,0.03,0.03,0.25,1,0.18,0.32,0.07,0.09,0.07,0.04,0.02,1
84,141,91,178,127,118,114,77,89,83,99,90,107,81,104,105,124,60,1,0.02,0,0,0.05,0.09,0.25,0.51,0.56,0.41,0.34,0.23,0.23,0.23,0.69,1,0.37,0.54,0.56,0.41,0.32,0.13,0.02,1
55,56,89,122,111,238,113,38,41,99,46,3,89,55,48,22,79,118,1,0.01,0.04,0.02,0.02,0.02,0.03,0.02,0.14,0.04,0.02,0.01,0.02,0.02,0.01,1,0.14,0.1,0.12,0.09,0.07,0.05,0.03,1
11,6,14,25,12,9,2,14,15,4,3,5,12,4,8,4,2,20,1,0.12,0.05,0.04,0.03,0.02,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.05,0.18,1,0.12,0.06,0.03,0.02,0.01,0,0,1
70,66,61,61,37,88,92,2,17,14,83,95,51,81,89,44,0,22,1,0.12,0.03,0.03,0.04,0.04,0.03,0.05,0.02,0.02,0.02,0.07,0.1,0.29,0.44,1,0.38,0.36,0.45,0.19,0.12,0.09,0.03,1
54,87,108,106,74,52,45,61,72,70,88,60,64,45,29,18,6,6,0.02,1,0.09,0.35,0.29,0.26,0.16,0.06,0.03,0.05,0.04,0.07,0.07,0.08,0.12,1,0.25,0.15,0.11,0.14,0.15,0.11,0.05,1
9,40,14,28,22,42,43,8,141,13,19,24,21,58,23,27,34,33,0.02,0.1,0.34,0.17,0.12,0.93,1,0.4,0.17,0.01,0,0.01,0.03,0.03,0.33,1,0.2,0.21,0.28,0.11,0.2,0.12,0.02,1
83,83,76,69,69,85,72,37,32,52,46,53,53,56,59,50,68,65,0,0,0,0.02,0.05,0.05,0.05,0.06,0.86,1,0.06,0.08,0.12,0.19,0.33,1,0.53,0.3,0.14,0.06,0.03,0.01,0,1
36,41,60,37,15,10,13,15,15,12,28,30,14,35,28,25,25,51,1,0.98,0.86,0.61,0.63,0.24,0.17,0.11,0.37,0.35,0.25,0.14,0.06,0.14,0.16,1,0.4,0.18,0.11,0.05,0.04,0.03,0.01,1
14,26,74,89,71,70,1,1,12,8,7,51,49,37,30,28,39,51,0,0,0,0,0,0.02,1,0.19,0.09,0.11,0.11,0.24,0.39,0.37,0.34,1,0.34,0.43,0.37,0.27,0.14,0.02,0,1
182,20,79,28,54,9,31,0,21,33,57,48,64,65,63,32,32,6,1,0,0.09,0.41,0.44,0.91,0.43,0.32,0.37,0.42,0.68,0.39,0.18,0.39,0.57,1,0.49,0.63,0.42,0.22,0.16,0.07,0.01,1
0,0,10,6,3,12,0,3,1,1,1,1,8,1,1,1,4,4,0.54,0.45,0.71,0.17,0.11,0.09,0.13,0.73,0.45,0.16,0.18,0.2,0,0,1,1,0.12,0.11,0.1,0.03,0.03,0.03,0.01,1
90,73,106,157,103,52,161,117,69,96,51,57,107,62,37,104,51,76,1,0.19,0.04,0.01,0,0,0.01,0.01,0.02,0.16,0.74,0.2,0.6,0.04,0.01,1,0.35,0.38,0.31,0.29,0.16,0.04,0.01,1
